CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
48228.0,1656,3,1588.56,2,3,4,At Risk
64830.0,1617,3,1331.69,2,3,4,At Risk
84664.0,1485,3,2431.71,2,3,5,At Risk
76652.0,1606,3,2125.85,2,3,5,At Risk
84431.0,1133,3,9777.49,3,3,5,Loyal Customers
89764.0,1191,3,4300.68,3,3,5,Loyal Customers
59194.0,1023,3,2112.23,3,3,5,Loyal Customers
97131.0,1030,3,2693.77,3,3,5,Loyal Customers
35374.0,1074,3,5178.8,3,3,5,Loyal Customers
94082.0,1164,3,1951.71,3,3,5,Loyal Customers
19074.0,1231,3,5574.78,3,3,5,Loyal Customers
98407.0,976,3,1637.91,3,3,4,Loyal Customers
60092.0,1080,3,1665.4,3,3,4,Loyal Customers
33081.0,908,3,2826.62,3,3,5,Loyal Customers
27913.0,926,3,2900.95,3,3,5,Loyal Customers
54701.0,1013,3,2055.55,3,3,5,Loyal Customers
46301.0,996,3,1573.73,3,3,4,Loyal Customers
44017.0,920,3,4970.9,3,3,5,Loyal Customers
64173.0,1052,3,2316.18,3,3,5,Loyal Customers
39545.0,1091,3,4529.91,3,3,5,Loyal Customers
72191.0,948,3,2785.38,3,3,5,Loyal Customers
46462.0,1330,3,2284.96,3,3,5,Loyal Customers
67108.0,1160,3,1107.62,3,3,4,Loyal Customers
77990.0,1011,3,4375.17,3,3,5,Loyal Customers
55735.0,1192,3,7241.39,3,3,5,Loyal Customers
81789.0,1321,3,602.58,3,3,3,Loyal Customers
25350.0,986,3,1721.39,3,3,4,Loyal Customers
96995.0,1281,3,1760.87,3,3,4,Loyal Customers
71635.0,937,3,5255.56,3,3,5,Loyal Customers
99733.0,983,3,5210.34,3,3,5,Loyal Customers
71408.0,1157,3,4367.07,3,3,5,Loyal Customers
75726.0,1360,3,4781.95,3,3,5,Loyal Customers
64490.0,1115,3,2665.17,3,3,5,Loyal Customers
23363.0,1154,3,4584.46,3,3,5,Loyal Customers
96853.0,1198,3,3984.46,3,3,5,Loyal Customers
14960.0,1248,3,2638.62,3,3,5,Loyal Customers
34747.0,1074,3,2554.88,3,3,5,Loyal Customers
19214.0,1189,3,4344.53,3,3,5,Loyal Customers
47923.0,1227,3,5635.34,3,3,5,Loyal Customers
57649.0,917,3,3462.52,3,3,5,Loyal Customers
38322.0,1007,3,2712.54,3,3,5,Loyal Customers
75865.0,1036,3,4646.89,3,3,5,Loyal Customers
67626.0,1089,3,3962.51,3,3,5,Loyal Customers
90338.0,1185,3,2951.79,3,3,5,Loyal Customers
19951.0,1330,3,3885.14,3,3,5,Loyal Customers
53231.0,1088,3,2586.14,3,3,5,Loyal Customers
47501.0,1307,3,2566.12,3,3,5,Loyal Customers
77788.0,1387,3,3220.8,3,3,5,Loyal Customers
86019.0,931,3,2936.03,3,3,5,Loyal Customers
96474.0,1005,3,2228.64,3,3,5,Loyal Customers
68423.0,1029,3,2575.14,3,3,5,Loyal Customers
81005.0,1176,3,2378.27,3,3,5,Loyal Customers
54771.0,1185,3,2467.41,3,3,5,Loyal Customers
59580.0,1240,3,4637.6,3,3,5,Loyal Customers
70066.0,1242,3,2134.8,3,3,5,Loyal Customers
13250.0,1280,3,1859.11,3,3,5,Loyal Customers
58020.0,939,3,593.45,3,3,3,Loyal Customers
13825.0,1095,3,1369.64,3,3,4,Loyal Customers
40592.0,1028,3,5360.7,3,3,5,Loyal Customers
39318.0,1125,3,3041.86,3,3,5,Loyal Customers
68598.0,1051,3,598.18,3,3,3,Loyal Customers
74611.0,1429,3,378.97,3,3,3,Loyal Customers
86097.0,1265,3,5074.4,3,3,5,Loyal Customers
74117.0,1241,3,1290.92,3,3,4,Loyal Customers
88089.0,1263,3,1695.97,3,3,4,Loyal Customers
83820.0,973,3,2631.93,3,3,5,Loyal Customers
76795.0,1017,3,4160.54,3,3,5,Loyal Customers
52305.0,1082,3,4841.89,3,3,5,Loyal Customers
29880.0,1221,3,742.05,3,3,3,Loyal Customers
97483.0,1163,3,2915.33,3,3,5,Loyal Customers
81020.0,1399,3,6495.97,3,3,5,Loyal Customers
72464.0,1038,3,529.05,3,3,3,Loyal Customers
74565.0,1116,3,1638.92,3,3,4,Loyal Customers
45464.0,912,3,2459.58,3,3,5,Loyal Customers
93443.0,1074,3,1795.71,3,3,5,Loyal Customers
66573.0,1104,3,4683.06,3,3,5,Loyal Customers
78958.0,1152,3,636.96,3,3,3,Loyal Customers
12890.0,1283,3,1675.68,3,3,4,Loyal Customers
23082.0,1107,3,4066.63,3,3,5,Loyal Customers
38872.0,1165,3,1427.13,3,3,4,Loyal Customers
95752.0,924,3,2886.3,3,3,5,Loyal Customers
14255.0,1031,3,2563.13,3,3,5,Loyal Customers
38917.0,1005,3,1414.73,3,3,4,Loyal Customers
28132.0,1344,3,1462.05,3,3,4,Loyal Customers
56086.0,1011,3,2097.5,3,3,5,Loyal Customers
13279.0,967,3,2899.86,3,3,5,Loyal Customers
48525.0,990,3,4824.56,3,3,5,Loyal Customers
59587.0,1042,3,2561.95,3,3,5,Loyal Customers
33522.0,1120,3,2116.06,3,3,5,Loyal Customers
47408.0,1195,3,2241.62,3,3,5,Loyal Customers
51182.0,970,3,1678.51,3,3,4,Loyal Customers
87327.0,961,3,4278.26,3,3,5,Loyal Customers
45558.0,1417,3,2560.7,3,3,5,Loyal Customers
35986.0,1070,3,1193.19,3,3,4,Loyal Customers
79980.0,942,3,3018.07,3,3,5,Loyal Customers
70968.0,1027,3,4683.69,3,3,5,Loyal Customers
54835.0,1054,3,943.68,3,3,4,Loyal Customers
48641.0,910,3,1997.94,3,3,5,Loyal Customers
25234.0,1104,3,2006.17,3,3,5,Loyal Customers
51274.0,1138,3,5136.81,3,3,5,Loyal Customers
82350.0,936,3,4718.55,3,3,5,Loyal Customers
70461.0,1045,3,5494.81,3,3,5,Loyal Customers
88701.0,1295,3,4406.6,3,3,5,Loyal Customers
84041.0,1419,3,3486.9,3,3,5,Loyal Customers
35774.0,1022,3,2090.77,3,3,5,Loyal Customers
32304.0,1057,3,2543.44,3,3,5,Loyal Customers
88930.0,1150,3,2879.35,3,3,5,Loyal Customers
42186.0,1111,3,760.1,3,3,3,Loyal Customers
71810.0,1399,3,795.87,3,3,3,Loyal Customers
58374.0,1121,3,1600.45,3,3,4,Loyal Customers
84257.0,1432,3,1406.7,3,3,4,Loyal Customers
43665.0,962,3,3279.26,3,3,5,Loyal Customers
95548.0,1183,3,2831.93,3,3,5,Loyal Customers
92896.0,1400,3,2346.38,3,3,5,Loyal Customers
57839.0,982,3,681.73,3,3,3,Loyal Customers
70374.0,918,3,1089.59,3,3,4,Loyal Customers
22890.0,919,3,1762.18,3,3,4,Loyal Customers
40218.0,1060,3,1535.85,3,3,4,Loyal Customers
73456.0,1124,3,1186.24,3,3,4,Loyal Customers
78421.0,1333,3,1136.96,3,3,4,Loyal Customers
72172.0,999,3,7874.69,3,3,5,Loyal Customers
46518.0,1228,3,4973.18,3,3,5,Loyal Customers
67710.0,1284,3,2818.64,3,3,5,Loyal Customers
62421.0,955,3,269.42,3,3,2,Others
75346.0,1025,3,2220.31,3,3,5,Loyal Customers
55239.0,934,3,4191.62,3,3,5,Loyal Customers
27212.0,1044,3,2372.52,3,3,5,Loyal Customers
50783.0,1152,3,2444.1,3,3,5,Loyal Customers
52348.0,994,3,1444.67,3,3,4,Loyal Customers
94341.0,989,3,857.01,3,3,3,Loyal Customers
38627.0,1013,3,3893.49,3,3,5,Loyal Customers
16086.0,1271,3,3141.01,3,3,5,Loyal Customers
25310.0,1374,3,3703.17,3,3,5,Loyal Customers
66347.0,1375,3,2820.66,3,3,5,Loyal Customers
99592.0,933,3,673.22,3,3,3,Loyal Customers
12457.0,944,3,5080.46,3,3,5,Loyal Customers
30547.0,1188,3,2130.97,3,3,5,Loyal Customers
27989.0,1419,3,2511.23,3,3,5,Loyal Customers
82228.0,1252,3,1362.57,3,3,4,Loyal Customers
45215.0,1275,3,1028.41,3,3,4,Loyal Customers
37257.0,1014,3,3265.25,3,3,5,Loyal Customers
34959.0,1131,3,3958.93,3,3,5,Loyal Customers
55005.0,1410,3,1755.77,3,3,4,Loyal Customers
70822.0,1073,3,4411.58,3,3,5,Loyal Customers
83941.0,1109,3,6190.87,3,3,5,Loyal Customers
50859.0,1183,3,2538.78,3,3,5,Loyal Customers
57250.0,1237,3,3148.74,3,3,5,Loyal Customers
68998.0,1047,3,4447.36,3,3,5,Loyal Customers
58711.0,1111,3,7622.67,3,3,5,Loyal Customers
32703.0,1185,3,2873.91,3,3,5,Loyal Customers
11920.0,1335,3,6612.18,3,3,5,Loyal Customers
16236.0,1089,3,1700.98,3,3,4,Loyal Customers
89063.0,983,3,2623.52,3,3,5,Loyal Customers
13967.0,1236,3,2956.42,3,3,5,Loyal Customers
51029.0,1267,3,3877.67,3,3,5,Loyal Customers
30040.0,1270,3,4654.94,3,3,5,Loyal Customers
36712.0,1027,3,1566.81,3,3,4,Loyal Customers
74189.0,1050,3,4158.96,3,3,5,Loyal Customers
70350.0,1084,3,1800.54,3,3,5,Loyal Customers
52537.0,1158,3,4718.15,3,3,5,Loyal Customers
56493.0,1131,3,4451.18,3,3,5,Loyal Customers
85487.0,1436,3,2862.92,3,3,5,Loyal Customers
10063.0,1083,3,3144.22,3,3,5,Loyal Customers
16675.0,1133,3,3834.64,3,3,5,Loyal Customers
21685.0,1015,3,1846.65,3,3,5,Loyal Customers
90794.0,1068,3,4127.97,3,3,5,Loyal Customers
62409.0,1143,3,3248.96,3,3,5,Loyal Customers
85382.0,1242,3,5202.27,3,3,5,Loyal Customers
34986.0,1384,3,3486.49,3,3,5,Loyal Customers
67808.0,917,3,7625.3,3,3,5,Loyal Customers
26855.0,1033,3,2013.37,3,3,5,Loyal Customers
15087.0,1348,3,3515.01,3,3,5,Loyal Customers
79986.0,932,3,1247.1,3,3,4,Loyal Customers
20319.0,964,3,1482.96,3,3,4,Loyal Customers
10216.0,1176,3,968.32,3,3,4,Loyal Customers
18872.0,995,3,3731.59,3,3,5,Loyal Customers
11057.0,1001,3,4346.46,3,3,5,Loyal Customers
33009.0,1202,3,4180.93,3,3,5,Loyal Customers
38796.0,1260,3,2013.99,3,3,5,Loyal Customers
43072.0,1361,3,1000.86,3,3,4,Loyal Customers
15870.0,1281,3,3030.35,3,3,5,Loyal Customers
85670.0,1041,3,3323.96,3,3,5,Loyal Customers
75487.0,1324,3,4041.65,3,3,5,Loyal Customers
61964.0,452,3,1223.32,4,3,4,Potential Loyalist
85618.0,744,3,1623.99,4,3,4,Potential Loyalist
80811.0,507,3,1935.25,4,3,5,Potential Loyalist
17782.0,512,3,3480.55,4,3,5,Potential Loyalist
53347.0,601,3,4133.76,4,3,5,Potential Loyalist
66848.0,701,3,2639.77,4,3,5,Potential Loyalist
65093.0,810,3,2129.97,4,3,5,Potential Loyalist
24849.0,888,3,508.71,4,3,3,Potential Loyalist
49829.0,723,3,935.86,4,3,4,Potential Loyalist
53793.0,448,3,1895.67,4,3,5,Potential Loyalist
18402.0,448,3,3104.31,4,3,5,Potential Loyalist
17969.0,492,3,4183.33,4,3,5,Potential Loyalist
52105.0,500,3,3123.65,4,3,5,Potential Loyalist
18287.0,584,3,4265.07,4,3,5,Potential Loyalist
80604.0,791,3,2239.68,4,3,5,Potential Loyalist
93553.0,906,3,5123.62,4,3,5,Potential Loyalist
27094.0,571,3,160.95,4,3,2,Potential Loyalist
73254.0,739,3,588.47,4,3,3,Potential Loyalist
16613.0,486,3,1238.96,4,3,4,Potential Loyalist
41081.0,647,3,1736.82,4,3,4,Potential Loyalist
29758.0,458,3,5463.69,4,3,5,Potential Loyalist
65928.0,588,3,2170.39,4,3,5,Potential Loyalist
31409.0,760,3,4862.52,4,3,5,Potential Loyalist
81547.0,878,3,2314.75,4,3,5,Potential Loyalist
39183.0,467,3,1372.09,4,3,4,Potential Loyalist
83069.0,451,3,2982.8,4,3,5,Potential Loyalist
82307.0,455,3,2661.42,4,3,5,Potential Loyalist
33360.0,466,3,3367.92,4,3,5,Potential Loyalist
38233.0,517,3,1781.74,4,3,5,Potential Loyalist
14654.0,601,3,6081.25,4,3,5,Potential Loyalist
51749.0,613,3,3750.74,4,3,5,Potential Loyalist
31205.0,625,3,4489.54,4,3,5,Potential Loyalist
74977.0,829,3,2175.11,4,3,5,Potential Loyalist
29012.0,889,3,5542.23,4,3,5,Potential Loyalist
53980.0,786,3,1653.99,4,3,4,Potential Loyalist
42127.0,570,3,2394.24,4,3,5,Potential Loyalist
80474.0,704,3,2979.95,4,3,5,Potential Loyalist
76607.0,724,3,5133.28,4,3,5,Potential Loyalist
35276.0,759,3,2224.49,4,3,5,Potential Loyalist
66856.0,836,3,2233.95,4,3,5,Potential Loyalist
79870.0,844,3,2167.85,4,3,5,Potential Loyalist
18031.0,889,3,774.95,4,3,3,Potential Loyalist
77257.0,430,3,2512.47,4,3,5,Potential Loyalist
54273.0,549,3,6901.18,4,3,5,Potential Loyalist
11863.0,622,3,6481.97,4,3,5,Potential Loyalist
84182.0,677,3,2562.23,4,3,5,Potential Loyalist
24000.0,852,3,2363.52,4,3,5,Potential Loyalist
14001.0,892,3,4356.54,4,3,5,Potential Loyalist
90549.0,463,3,1581.4,4,3,4,Potential Loyalist
66466.0,822,3,3736.8,4,3,5,Potential Loyalist
54028.0,906,3,2661.55,4,3,5,Potential Loyalist
63521.0,555,3,1646.61,4,3,4,Potential Loyalist
58329.0,495,3,4048.2,4,3,5,Potential Loyalist
58887.0,596,3,4470.06,4,3,5,Potential Loyalist
86272.0,740,3,3873.7,4,3,5,Potential Loyalist
21076.0,764,3,3722.14,4,3,5,Potential Loyalist
81474.0,834,3,2755.48,4,3,5,Potential Loyalist
49015.0,841,3,2219.09,4,3,5,Potential Loyalist
86402.0,461,3,4309.96,4,3,5,Potential Loyalist
78277.0,525,3,3120.26,4,3,5,Potential Loyalist
26215.0,539,3,5066.94,4,3,5,Potential Loyalist
62704.0,694,3,7353.41,4,3,5,Potential Loyalist
10257.0,750,3,5089.81,4,3,5,Potential Loyalist
56720.0,775,3,2400.3,4,3,5,Potential Loyalist
99133.0,778,3,5924.52,4,3,5,Potential Loyalist
61079.0,786,3,3154.73,4,3,5,Potential Loyalist
88345.0,805,3,2263.75,4,3,5,Potential Loyalist
41778.0,432,3,1446.43,4,3,4,Potential Loyalist
60840.0,813,3,1561.32,4,3,4,Potential Loyalist
54452.0,833,3,1426.05,4,3,4,Potential Loyalist
41422.0,461,3,5835.82,4,3,5,Potential Loyalist
22712.0,556,3,1827.1,4,3,5,Potential Loyalist
88940.0,639,3,3694.39,4,3,5,Potential Loyalist
10304.0,718,3,4595.71,4,3,5,Potential Loyalist
82836.0,737,3,4107.11,4,3,5,Potential Loyalist
19981.0,528,3,596.7,4,3,3,Potential Loyalist
45239.0,491,3,1604.77,4,3,4,Potential Loyalist
34483.0,444,3,3634.71,4,3,5,Potential Loyalist
43966.0,716,3,3072.82,4,3,5,Potential Loyalist
41410.0,710,3,611.23,4,3,3,Potential Loyalist
30805.0,808,3,1320.66,4,3,4,Potential Loyalist
47670.0,443,3,2811.97,4,3,5,Potential Loyalist
83504.0,494,3,2288.74,4,3,5,Potential Loyalist
55474.0,695,3,4268.87,4,3,5,Potential Loyalist
17115.0,702,3,3864.93,4,3,5,Potential Loyalist
98677.0,867,3,5139.98,4,3,5,Potential Loyalist
89481.0,902,3,4522.51,4,3,5,Potential Loyalist
54034.0,537,3,510.8,4,3,3,Potential Loyalist
85139.0,441,3,2790.39,4,3,5,Potential Loyalist
35375.0,715,3,3787.61,4,3,5,Potential Loyalist
13687.0,738,3,2050.74,4,3,5,Potential Loyalist
95399.0,746,3,2315.24,4,3,5,Potential Loyalist
29377.0,771,3,5031.88,4,3,5,Potential Loyalist
92075.0,772,3,4375.4,4,3,5,Potential Loyalist
18953.0,535,3,770.76,4,3,3,Potential Loyalist
51567.0,576,3,915.01,4,3,4,Potential Loyalist
56048.0,627,3,1456.89,4,3,4,Potential Loyalist
88067.0,451,3,4638.5,4,3,5,Potential Loyalist
60527.0,503,3,3170.31,4,3,5,Potential Loyalist
45267.0,519,3,5964.67,4,3,5,Potential Loyalist
94056.0,676,3,2292.9,4,3,5,Potential Loyalist
59854.0,684,3,658.5,4,3,3,Potential Loyalist
91856.0,470,3,2526.04,4,3,5,Potential Loyalist
50972.0,548,3,3783.51,4,3,5,Potential Loyalist
68950.0,669,3,2856.46,4,3,5,Potential Loyalist
65048.0,707,3,2136.62,4,3,5,Potential Loyalist
86791.0,751,3,5143.91,4,3,5,Potential Loyalist
75041.0,812,3,1938.53,4,3,5,Potential Loyalist
88688.0,859,3,343.03,4,3,2,Potential Loyalist
36891.0,455,3,1751.68,4,3,4,Potential Loyalist
60901.0,538,3,1132.72,4,3,4,Potential Loyalist
52497.0,700,3,1511.34,4,3,4,Potential Loyalist
94499.0,454,3,2846.81,4,3,5,Potential Loyalist
41510.0,517,3,2247.43,4,3,5,Potential Loyalist
32467.0,596,3,4428.25,4,3,5,Potential Loyalist
81067.0,606,3,9678.65,4,3,5,Potential Loyalist
90591.0,644,3,4448.72,4,3,5,Potential Loyalist
70450.0,745,3,2979.01,4,3,5,Potential Loyalist
87968.0,753,3,2559.27,4,3,5,Potential Loyalist
39376.0,778,3,2855.95,4,3,5,Potential Loyalist
27987.0,831,3,3172.38,4,3,5,Potential Loyalist
72627.0,617,3,926.47,4,3,4,Potential Loyalist
90979.0,661,3,1609.82,4,3,4,Potential Loyalist
74355.0,567,3,3082.88,4,3,5,Potential Loyalist
29938.0,574,3,2686.95,4,3,5,Potential Loyalist
44415.0,637,3,2647.81,4,3,5,Potential Loyalist
83573.0,866,3,4921.24,4,3,5,Potential Loyalist
33067.0,612,3,891.97,4,3,4,Potential Loyalist
34674.0,874,3,1714.49,4,3,4,Potential Loyalist
68259.0,514,3,4354.56,4,3,5,Potential Loyalist
24117.0,544,3,2695.67,4,3,5,Potential Loyalist
28414.0,672,3,2525.62,4,3,5,Potential Loyalist
66960.0,681,3,2131.16,4,3,5,Potential Loyalist
18764.0,813,3,3439.26,4,3,5,Potential Loyalist
30982.0,857,3,3916.43,4,3,5,Potential Loyalist
68127.0,442,3,4724.15,4,3,5,Potential Loyalist
93416.0,527,3,5098.81,4,3,5,Potential Loyalist
98080.0,573,3,3291.64,4,3,5,Potential Loyalist
49860.0,723,3,4708.24,4,3,5,Potential Loyalist
75859.0,598,3,1219.26,4,3,4,Potential Loyalist
25013.0,595,3,3275.47,4,3,5,Potential Loyalist
62272.0,617,3,3973.09,4,3,5,Potential Loyalist
88350.0,708,3,2424.4,4,3,5,Potential Loyalist
90749.0,715,3,4005.59,4,3,5,Potential Loyalist
64612.0,835,3,2289.39,4,3,5,Potential Loyalist
25605.0,491,3,1056.79,4,3,4,Potential Loyalist
57999.0,804,3,1149.27,4,3,4,Potential Loyalist
63620.0,876,3,1620.52,4,3,4,Potential Loyalist
73795.0,885,3,1227.19,4,3,4,Potential Loyalist
36364.0,432,3,3463.66,4,3,5,Potential Loyalist
94456.0,446,3,2668.39,4,3,5,Potential Loyalist
81731.0,507,3,3679.45,4,3,5,Potential Loyalist
81033.0,509,3,2656.02,4,3,5,Potential Loyalist
94694.0,524,3,2113.6,4,3,5,Potential Loyalist
32526.0,760,3,3086.92,4,3,5,Potential Loyalist
